DATE,CPIH ALL ITEMS,FOOD AND NON-ALCOHOLIC BEVERAGES,ALCOHOLIC BEVERAGES AND TOBACCO,CLOTHING AND FOOTWEAR,"FURNITURE, HOUSEHOLD EQUIPMENT AND MAINTENANCE",HEALTH,TRANSPORT,"ELECTRICITY, GAS AND OTHER FUELS",COMMUNICATION,RECREATION & CULTURE,EDUCATION,RESTAURANTS AND HOTELS,MISCELLANEOUS GOODS AND SERVICES
2014-11-01,99.893,101.651,98.748,102.815,99.551,98.156,100.308,103.176,98.29,100.667,98.725,98.995,99.515
2014-12-01,99.912,101.958,98.543,101.73,101.18,98.324,100.131,102.78,98.881,100.461,98.725,98.965,99.428
2015-01-01,99.241,101.294,99.892,97.97,98.653,98.97,98.091,102.161,98.881,99.538,98.725,98.857,99.355
2015-02-01,99.464,101.025,99.461,99.292,100.081,99.09,98.457,101.991,99.746,99.488,98.725,99.087,99.606
2015-03-01,99.64,100.85,99.34,99.231,100.527,99.545,99.213,100.65,99.965,99.924,98.725,99.32,99.838
2015-04-01,99.897,100.484,99.795,99.946,99.304,100.193,100.332,100.533,99.913,100.113,98.725,99.57,99.832
2015-05-01,100.063,100.428,100.515,100.485,99.873,100.521,100.936,100.212,99.659,99.973,98.725,99.769,99.62
2015-06-01,100.121,100.148,100.665,100.068,100.227,99.863,101.166,100.114,99.44,99.909,98.725,100.2,99.808
2015-07-01,100.026,99.453,99.637,96.717,98.727,100.793,102.408,99.985,99.732,100.086,98.725,100.304,99.852
2015-08-01,100.265,99.481,100.696,98.183,100.417,100.668,102.557,99.662,99.507,99.736,98.725,100.299,100.244
2015-09-01,100.197,99.537,100.717,100.925,101.151,100.701,99.884,98.733,99.919,99.758,99.872,100.482,100.279
2015-10-01,100.325,99.126,100.292,102.923,100.109,100.032,98.825,98.775,100.55,100.601,103.441,100.623,100.389
2015-11-01,100.333,99.205,100.142,102.803,99.933,99.82,98.164,98.69,101.148,100.586,103.441,100.824,100.699
2015-12-01,100.429,98.968,98.849,101.458,100.998,99.805,99.967,98.493,101.54,100.288,103.441,100.665,100.478
2016-01-01,99.862,98.667,101.154,98.333,98.641,101.181,97.583,98.174,101.068,99.53,103.441,100.425,100.729
2016-02-01,100.079,98.767,100.59,99.595,100.3,101.181,97.548,97.729,101.851,99.436,103.441,100.931,100.748
2016-03-01,100.389,98.054,100.289,100.613,101.022,101.383,99.087,96.883,101.387,99.794,103.441,101.445,100.718
2016-04-01,100.582,97.971,101.111,100.281,99.511,102.279,99.008,96.324,101.595,100.607,103.441,101.867,100.734
2016-05-01,100.772,97.582,101.505,100.07,99.956,102.517,99.878,96.512,102.516,100.188,103.441,102.383,100.832
2016-06-01,100.951,97.172,101.159,99.417,99.618,102.65,100.904,96.801,103.13,100.833,103.441,102.54,100.872
2016-07-01,100.928,96.9,101.449,96.057,97.967,102.661,102.466,96.782,103.426,100.749,103.441,102.988,100.764
2016-08-01,101.223,97.316,102.145,96.99,99.328,102.789,103.289,96.701,103.659,100.482,103.441,102.633,101.048
2016-09-01,101.461,97.212,102.491,101.979,99.721,103.055,101.075,96.915,103.562,100.56,105.745,103.378,101.482
2016-10-01,101.589,96.722,102.418,102.248,100.233,102.003,101.108,97.585,103.704,100.784,107.857,103.244,101.519
2016-11-01,101.795,97.088,101.875,103.724,100.751,102.087,100.773,97.408,103.814,101.254,107.857,103.445,101.72
2016-12-01,102.203,97.869,101.319,102.698,101.622,102.251,103.584,97.843,103.283,101.213,107.857,103.5,101.48
2017-01-01,101.792,98.157,103.664,98.362,99.052,103.136,102.796,97.861,103.163,100.477,107.857,103.398,101.573
2017-02-01,102.406,98.952,103.472,99.546,101.415,103.484,103.977,97.821,104.132,101.03,107.857,104.144,101.869
2017-03-01,102.732,99.301,105.243,101.576,102.134,103.522,103.462,98.099,104.259,101.377,107.857,104.401,102.512
2017-04-01,103.226,99.504,105.61,102.701,101.153,104.509,105.1,99.065,103.334,101.648,107.857,105.018,102.447
2017-05-01,103.533,99.649,106.477,103.192,102.333,104.849,104.329,100.969,103.957,102.538,107.857,105.579,102.555
2017-06-01,103.534,99.482,106.285,102.128,102.813,104.969,104.423,100.905,104.641,102.424,107.857,105.879,102.659
2017-07-01,103.506,99.427,106.592,99.125,101.606,105.307,105.51,101.714,104.25,102.259,107.857,106.188,102.713
2017-08-01,104.002,99.492,106.71,101.477,103.477,105.34,106.549,101.855,105.972,102.364,107.857,106.245,103.018
2017-09-01,104.312,100.271,106.857,105.384,103.7,105.36,105.122,101.986,105.646,103.165,108.817,106.604,102.957
2017-10-01,104.397,100.646,106.814,105.543,103.294,105.366,104.947,103.259,105.451,103.724,110.877,106.485,102.467
2017-11-01,104.664,101.14,106.391,106.819,103.574,105.393,105.045,103.614,105.726,104.47,110.877,106.802,102.326
2017-12-01,104.98,101.876,106.904,105.83,104.985,105.493,107.418,103.914,104.352,104.064,110.877,106.674,102.309
2018-01-01,104.544,101.803,109.316,101.727,102.239,106.097,106.228,104.02,104.407,103.881,110.877,106.588,102.338
2018-02-01,104.919,101.879,109.384,103.417,104.829,106.168,106.808,103.955,103.867,104.132,110.877,106.695,102.662
2018-03-01,105.062,102.347,108.86,104.121,104.716,106.297,106.454,104.162,103.91,104.792,110.877,107.055,102.463
2018-04-01,105.524,102.221,109.747,104.503,103.859,107.34,107.539,104.775,104.401,105.186,110.877,107.868,102.487
2018-05-01,105.863,101.932,110.701,104.733,104.518,107.296,109.155,104.882,104.706,105.322,110.877,108.274,102.549
2018-06-01,105.87,101.483,110.561,102.494,104.819,107.465,110.004,107.149,105.398,104.871,110.877,108.602,102.463
2018-07-01,105.859,101.739,110.285,98.753,102.912,107.582,111.467,108.511,105.935,105.442,110.877,108.795,101.694
2018-08-01,106.5,101.895,110.997,101.798,104.159,107.859,112.936,108.567,106.342,106.062,110.877,108.923,102.279
2018-09-01,106.628,101.766,111.172,104.931,104.129,108.072,110.911,110.261,106.645,106.347,112.024,109.249,102.614
2018-10-01,106.712,101.522,111.005,104.434,104.01,107.767,110.493,112.745,107.429,107.107,114.362,109.067,102.49
2018-11-01,106.921,101.658,112.499,106.006,104.216,107.741,110.067,112.458,107.469,107.181,114.362,109.657,102.726
2018-12-01,107.066,102.603,111.296,104.92,105.29,107.886,110.924,112.267,107.325,106.985,114.362,109.99,102.439
2019-01-01,106.392,102.703,113.95,100.412,103.128,108.524,109.535,105.401,107.617,106.855,114.362,109.328,102.586
2019-02-01,106.808,103.101,114.933,101.39,105.173,108.756,109.989,105.581,107.575,107.365,114.362,109.518,102.904
2019-03-01,106.987,103.207,114.562,102.432,105.293,109.029,109.91,105.619,107.737,107.614,114.362,110.01,103.087
2019-04-01,107.639,102.933,114.047,102.589,104.0,109.882,112.433,115.493,109.166,106.792,114.362,110.46,103.445
2019-05-01,107.919,103.028,114.331,103.088,105.103,110.056,112.077,115.594,109.839,107.295,114.362,111.352,103.695
2019-06-01,107.907,103.161,114.606,102.044,105.815,110.362,112.48,115.45,109.974,106.846,114.362,111.265,103.543
2019-07-01,107.953,103.237,114.448,99.127,103.989,110.437,112.946,115.417,109.956,108.024,114.362,112.16,103.43
2019-08-01,108.301,103.757,114.62,100.951,104.982,110.485,114.377,115.456,110.211,107.334,114.362,111.94,104.097
2019-09-01,108.414,103.519,114.467,103.943,106.156,110.925,111.514,115.472,110.976,107.865,115.575,112.793,104.377
2019-10-01,108.285,102.895,114.87,104.956,104.961,110.564,111.275,110.449,111.038,108.294,117.506,112.516,104.377
2019-11-01,108.516,103.752,114.65,106.004,105.471,110.862,110.998,110.417,111.011,108.788,117.506,112.335,104.696
2019-12-01,108.52,104.343,113.013,104.095,106.907,110.928,111.683,110.442,111.955,108.491,117.506,111.764,104.617
2020-01-01,108.268,104.188,115.655,100.684,103.585,111.599,111.527,110.547,112.136,108.399,117.506,111.69,105.029
2020-02-01,108.631,104.406,115.704,101.56,105.38,112.072,112.027,110.135,112.408,108.837,117.506,112.293,105.336
2020-03-01,108.637,104.573,116.18,101.246,105.426,112.539,111.351,109.488,113.115,108.932,117.506,112.363,105.571
2020-04-01,108.63,104.416,116.965,99.756,103.801,112.446,111.417,107.482,113.734,109.358,117.506,113.135,104.753
2020-05-01,108.648,104.976,117.349,100.02,104.524,110.861,110.27,107.337,114.268,109.235,117.506,113.617,104.905
2020-06-01,108.769,104.384,117.008,99.918,105.409,112.774,110.845,107.699,114.309,109.505,117.506,113.242,104.96
2020-07-01,109.184,104.11,117.465,99.177,104.975,113.934,112.284,107.674,114.751,110.657,117.506,114.134,104.958
2020-08-01,108.834,104.196,116.838,99.629,105.52,113.317,113.503,107.635,114.76,110.194,117.506,108.754,105.144
2020-09-01,109.219,103.483,116.894,102.477,105.715,113.259,112.654,107.564,114.739,110.398,117.937,112.041,105.181
2020-10-01,109.242,103.523,117.199,104.986,105.277,112.959,112.73,100.888,114.773,110.36,120.019,111.933,105.285
2020-11-01,109.137,103.285,116.91,102.233,105.303,112.829,112.107,100.808,114.9,110.69,120.019,112.764,105.237
2020-12-01,109.404,102.92,117.018,102.291,106.278,112.175,113.83,101.231,114.919,111.247,120.019,111.91,105.262
2021-01-01,109.276,103.5,119.382,97.351,104.617,112.974,114.037,101.531,114.679,111.125,120.019,112.886,105.464
2021-02-01,109.424,103.776,119.056,95.868,106.227,112.57,114.913,101.817,114.697,111.122,120.019,113.29,105.457
2021-03-01,109.676,103.124,118.975,97.41,107.032,112.839,115.699,101.944,115.045,111.331,120.019,113.498,105.833
2021-04-01,110.403,103.911,119.535,99.764,106.595,114.166,117.028,110.419,117.088,110.072,120.019,114.271,105.387
2021-05-01,110.953,103.617,119.359,102.075,107.441,113.963,117.426,110.607,116.886,111.358,120.019,115.675,106.031
2021-06-01,111.432,103.794,119.901,102.85,108.911,114.615,118.972,110.751,117.196,111.779,120.019,116.067,106.215
2021-07-01,111.445,103.445,119.337,100.796,108.078,114.988,121.168,110.866,116.469,111.365,120.019,116.636,106.002
2021-08-01,112.114,104.552,119.775,100.978,109.479,114.904,122.657,110.81,116.162,112.718,120.019,118.108,106.307
2021-09-01,112.409,104.358,120.134,103.114,110.505,114.804,122.179,111.032,116.641,113.287,121.326,117.725,106.33
2021-10-01,113.425,104.861,119.484,104.69,111.284,114.459,124.043,124.065,116.54,113.042,125.437,119.013,106.799
2021-11-01,114.134,105.888,122.57,105.818,111.816,114.505,126.162,124.287,116.354,114.298,125.437,118.694,106.826
2021-12-01,114.682,107.254,121.66,106.576,114.094,114.848,127.638,124.22,115.833,114.593,125.437,118.601,107.031
2022-01-01,114.636,108.008,123.282,103.497,113.532,115.419,127.23,124.727,115.926,114.316,125.437,118.165,107.171
2022-02-01,115.421,109.03,123.391,104.326,116.047,115.472,128.364,125.311,115.987,116.29,125.437,119.01,107.323
2022-03-01,116.502,109.251,124.742,106.882,118.204,115.617,131.471,127.582,115.899,116.873,125.437,121.345,107.734
2022-04-01,119.001,110.879,124.847,107.992,117.967,116.6,133.006,186.868,120.29,116.598,125.437,123.387,108.261
2022-05-01,119.698,112.584,125.39,109.15,119.232,115.977,133.861,187.59,120.049,116.936,125.437,124.485,109.006
2022-06-01,120.542,113.983,125.541,109.172,120.267,116.469,137.034,188.271,120.562,117.149,125.437,125.999,109.504
2022-07-01,121.218,116.573,125.863,107.482,119.078,116.522,139.463,188.51,120.135,117.616,125.437,127.079,110.191
2022-08-01,121.772,118.296,126.385,108.627,120.606,117.851,137.814,187.615,119.281,118.672,125.437,128.36,111.179
2022-09-01,122.32,119.644,126.845,111.826,122.399,118.74,135.522,188.555,119.372,119.237,126.497,129.133,111.696
2022-10-01,124.311,122.025,126.863,113.57,123.133,119.222,135.561,234.406,120.249,119.661,129.4,130.385,112.288
2022-11-01,124.787,123.391,127.669,113.722,123.84,119.917,135.747,233.879,119.25,120.402,129.4,130.858,112.623
2022-12-01,125.284,125.409,126.25,113.416,125.323,120.611,136.464,233.263,118.031,120.145,129.4,132.069,112.963
